기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20251,U,관광특구,3001491,이태원 관광특구,CS300002,편의점,4591515085,717870,2813895325,1777619760,530636953,464938874,554848756,563907477,699563265,946052467,831567293,1071950199,637749109,541924014,583156910,904758805,851976048,2992625821,1497671997,23600039,1271228780,1795102730,689474130,424843083,286049054,431621,286249,81433,71787,86596,84446,107359,153722,132527,163117,106465,93579,96834,138797,119078,462610,246615,5272,226031,284019,90783,62289,40831
20251,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300002,편의점,16034124142,2222993,13099796652,2934327490,2534147058,2439362014,2465407952,2697150730,2963728898,1713649288,1220678202,388166289,3438267562,3562817702,3325036196,4049357023,1270479370,8290261797,6867580414,78522520,2901666807,4977520019,3516438774,2587331804,1096362282,1910817,312176,378093,355826,368339,396889,411670,184141,128035,50427,667208,529130,423365,427125,125738,1317518,838310,11269,375614,761319,513674,352874,141076
20251,U,관광특구,3001493,동대문패션타운 관광특구,CS300002,편의점,4590418070,591191,3367135089,1223282981,666246013,593295672,683926955,683037491,740628958,642503056,580779925,428718251,595333091,676209270,732748525,1445462632,711946301,2287636582,2245691614,35239234,1069760303,1441959979,895193532,761701027,329474123,441164,150027,90124,81259,87213,89970,92598,77427,72600,64719,108430,88417,88607,159036,81982,325389,261876,4755,134399,185578,116895,93518,52120
20251,U,관광특구,3001494,종로·청계 관광특구,CS300002,편의점,4267590896,612863,3194950728,1072640168,600851195,562461521,632633097,663555732,735449183,635745732,436894436,378163537,693576090,701442505,680626879,1159844810,653937075,2667595814,1488701170,18614725,810511775,1194961674,880242497,732294924,519671381,461522,151341,87751,83185,91686,95472,103428,89255,62086,51797,120916,112269,97356,151067,79458,401822,202741,3579,126664,176186,118097,103625,76417
20251,U,관광특구,3001495,잠실 관광특구,CS300002,편의점,12513275641,1698212,8063249205,4450026436,1590164144,1396385840,1590901291,1611489261,1874308669,2401962111,2048064325,792923796,1264405115,1828259216,2476937487,4108689974,2042060053,6103965040,6239422180,142652970,3324025039,4382003411,2394034368,1392284359,708387069,1107618,590594,213689,195005,216509,223490,258925,312155,278439,94677,221384,279748,346844,511896,243663,863662,823384,24484,477940,600869,309193,177955,96606
20251,U,관광특구,3001496,강남 마이스 관광특구,CS300002,편의점,5443817723,381561,3804761730,1639055993,699538360,661532358,762734229,769490562,911466221,841224696,797831297,1258264,322546003,1218340845,1430838267,2151307347,319526997,1723105920,3493985327,42298150,1208284833,1617570621,1043045591,845953662,459938390,283526,98035,53423,50102,56565,59022,64414,51746,46289,180,53862,95607,91963,121101,18848,148939,217319,3261,86346,125922,76270,50516,23944
20251,A,골목상권,3110003,세검정초등학교,CS300002,편의점,188229302,23933,133010024,55219278,23903496,23377310,38318180,19661114,27749924,27155196,28064082,20447764,27187640,30674560,23132724,45679974,41106640,108705088,66993331,3080308,27459478,34640439,51501073,35597203,23419917,16793,7140,3473,3164,3462,3222,3472,3450,3690,2525,4330,2959,3473,5620,5026,14605,9213,713,4446,4890,5789,4306,3675
20251,A,골목상권,3110012,성곡미술관,CS300002,편의점,210094195,33042,167709037,42385158,32506409,29864552,31259728,34320269,39758079,20153867,22231291,10066486,45535795,54902402,31476714,47795962,20316836,115021347,78335119,882113,26969122,81127611,43492921,29351286,11533414,27844,5198,5188,5432,5004,5994,6226,2334,2864,806,8958,10048,5137,6055,2038,17184,14656,306,5840,13483,5891,4719,1601
20251,A,골목상권,3110016,평창동동측,CS300002,편의점,55361562,6149,40071780,15289782,8109394,5902147,8319051,7893960,9847228,7657891,7631891,0,5948782,9281817,12383323,18549850,9197790,40058413,13280052,94422,6104717,7683400,6896408,15157379,17402136,4539,1610,950,817,734,990,1048,817,793,0,1098,1387,1295,1832,537,4154,1739,8,930,1377,902,1499,1177
20251,A,골목상권,3110020,서울국제고등학교,CS300002,편의점,179832900,34050,126059211,53773689,25656884,23117776,25111678,24482776,27690097,28141526,25632163,22507606,24857144,23606072,21634083,54725757,32502238,111990424,67842476,2831143,62666875,49033182,22352707,29644577,13304416,24442,9608,5102,4554,4927,4789,5070,5126,4482,3887,5252,5401,4139,9524,5847,21089,12961,732,14381,8148,2862,5219,2708
20251,A,골목상권,3110021,성균관대학교,CS300002,편의점,327599397,53405,221436339,106163058,39110733,41746347,44716222,45953227,49909810,56283416,49879642,40816547,41522663,43989425,42632968,85255724,73382070,218971937,108627460,3523718,103601420,60508726,58862272,70515300,30587961,36334,17071,6710,6576,7542,7665,7841,9228,7843,6755,7240,7483,7667,13093,11167,34817,18588,779,19001,10684,7847,10665,4429
20251,A,골목상권,3110028,이화달팽이길,CS300002,편의점,2748547530,386775,2053621544,694925986,383290717,407786975,425631576,399844476,437067800,383312861,311613125,216309662,459649200,429883956,445061701,758746217,438896794,1819972582,839997181,18279170,393853539,751626795,684108418,541314392,270787447,289307,97468,57362,55715,58733,58004,59493,52052,45416,29763,72365,71527,62754,93976,56390,248460,129781,4800,69021,114859,76412,79544,33604
20251,A,골목상권,3110037,신설동역 12번,CS300002,편의점,353490057,52545,265792307,87697750,49373773,52227479,52488972,55638309,56063774,45465614,42232136,25487366,58034803,41936846,53317965,111805556,62907521,253885151,99604906,4235301,39076199,134785059,82463770,54102204,38827524,40838,11707,7637,7194,8540,8462,9005,6056,5651,3525,9805,7452,8079,15236,8448,37832,14713,1620,6909,20019,12411,7331,4255
20251,A,골목상권,3110038,경향신문사,CS300002,편의점,321995155,38670,265160308,56834847,45998745,45891342,52763640,61601409,58905172,32096032,24738815,3207826,46817680,93306445,70685025,89951284,18026895,128180164,184228896,3892780,52685553,97513714,78504801,53167223,26644989,31340,7330,5866,5618,6324,6733,6799,4029,3301,473,8562,10406,7753,9596,1880,19751,18424,984,5893,11348,9968,6619,3363
20251,A,골목상권,3110041,남산케이블카,CS300002,편의점,91613453,12438,67859445,23754008,11960397,12363177,15000843,16064234,12470794,14461885,9292123,12850763,18759218,15615736,13123508,17295582,13968646,66998500,20868861,190412,11635251,19332587,22687506,22391980,11629625,9601,2837,1920,1657,2107,2163,1754,1735,1102,955,2972,2856,1940,2321,1394,8441,3715,49,1755,3183,2326,2878,1964
20251,A,골목상권,3110043,충무초등학교,CS300002,편의점,613090077,85819,425222130,187867947,78061653,67099854,87210048,90992486,101858089,96879774,90988173,56185817,96634602,83715448,87962220,162975930,125616060,359452185,202758393,7554541,187292831,161975327,86896462,87770604,30720812,61750,24069,11858,10343,12933,12848,13768,12316,11753,6946,16132,13711,13478,21182,14370,50868,30561,1390,29901,20556,11712,12789,5081
20251,A,골목상권,3110053,청구역 1번,CS300002,편의점,803152101,107390,602265833,200886268,116851749,118317343,124721152,114978106,127397483,116119904,84766364,89155356,151509100,108368447,107565196,202279719,144274283,567663682,235488419,906586,94926034,217919749,132410442,235587634,121401656,81227,26163,16118,15460,17106,15445,17098,14543,11620,10672,24599,15253,14812,25537,16517,76627,30763,235,15814,27652,18985,30017,14687
20251,A,골목상권,3110054,청구역 3번,CS300002,편의점,319303059,46624,227319371,91983688,46319793,37362627,47393119,45831621,50412211,48084478,43899210,24855148,49385726,51688555,54512046,91033398,47828186,206454896,107051097,796475,47418669,95629519,78029410,67791644,23840277,33958,12666,7274,5575,7058,6828,7223,6448,6218,3249,9252,7405,7603,12601,6514,30040,16222,184,8323,13974,10339,9771,3671
20251,A,골목상권,3110058,성심여자고등학교,CS300002,편의점,219756784,27707,157868457,61888327,28633212,28225481,34263137,29191901,37554726,33839924,28048403,15417958,34838558,31228309,32386803,62964380,42920776,133455842,80255970,2476284,21571803,56255093,55727211,39223126,38458295,19828,7879,3786,3649,3975,3891,4527,3936,3943,2055,4944,3777,3971,7752,5208,16930,10694,574,3917,8127,5385,4657,4963
20251,A,골목상권,3110060,효창공원앞역 6번,CS300002,편의점,293436731,41308,208739085,84697646,41420710,36854579,46124807,40102178,44236811,44098788,40598858,35405726,44641645,40347893,36802302,69302304,66936861,186890038,101665373,1622211,47537719,92315854,69696880,46486559,30896188,29776,11532,5710,5354,6348,6009,6355,6053,5479,4326,7732,5909,5515,9645,8181,26955,13918,518,7821,13921,8511,5822,4279
20251,A,골목상권,3110064,효창공원앞역 2번,CS300002,편의점,189149506,28452,131004212,58145294,23760124,22675938,25919267,28258034,30390849,30737315,27407979,16288299,25785436,22284742,29011940,52228589,43550500,114934520,71855337,2827953,36828936,45063966,38830265,39096498,24142238,20232,8220,3995,3492,3962,4402,4381,4371,3849,1896,4401,3975,4712,7772,5696,15109,13106,893,6905,6215,5412,5320,3469
20251,A,골목상권,3110066,서울역 15번,CS300002,편의점,1109722225,154510,826812139,282910086,156287882,151645282,172117792,154230677,192530506,141506581,141403505,119370697,209103618,186250843,136664623,277586382,180746062,790473621,319248604,7393160,147022726,276470661,220316553,320296292,138222833,117259,37251,22560,21688,23290,23019,26702,19669,17582,12457,33877,26627,21306,37390,22853,106677,47833,1069,21746,44998,33510,31493,21694
20251,A,골목상권,3110067,배문고등학교,CS300002,편의점,198529700,25240,141692942,56836758,26945514,27693480,27246383,28917712,30889853,29101431,27735327,12361037,23208753,30015290,27370487,67113563,38460570,115471764,74106388,1870204,23636358,50651943,34553639,51711825,27154183,18367,6873,3747,3571,3590,3662,3797,3366,3507,1138,3645,4261,3758,8028,4410,14871,9449,447,3787,7278,4340,5019,3450
20251,A,골목상권,3110068,남영역 1번,CS300002,편의점,957708866,151276,685746098,271962768,125868926,126289107,137365052,138076747,158146266,138597883,133364885,86577943,147565973,128716200,116086583,254443144,224319023,591454757,366254109,19617106,225285755,362788245,162074000,126710105,61233655,108491,42785,21163,19584,21549,22487,23708,21755,21030,11479,32175,21292,19417,39112,27801,86794,64482,6965,39593,52036,22202,20464,10016
20251,A,골목상권,3110069,숙대입구,CS300002,편의점,470197319,75008,334680489,135516830,68564450,58441201,71037085,66916985,69720768,66826432,68690398,47754788,66242516,55971726,60560299,139974881,99693109,245775725,222715205,5665275,137823659,134125771,78045274,76853606,35977344,54425,20583,10989,9968,11117,11419,10932,10021,10562,6192,12733,10927,9822,20905,14429,33823,41052,1374,27902,19689,10526,9757,5626
20251,A,골목상권,3110074,서울역 12번,CS300002,편의점,993000000,19061,782347250,210652750,139274818,144002215,156855565,173046749,169167903,127760400,82892350,3106709,84183513,271521077,274030264,310536709,49621728,288309066,455403420,2701159,105571791,222730667,252438577,126151931,34118361,14336,4725,2536,2587,2891,3095,3227,2703,2022,380,1908,4592,4423,6106,1652,6780,10269,118,3473,5739,4825,2296,594
20251,A,골목상권,3110075,숙대입구역 1번,CS300002,편의점,215850138,33055,167287417,48562721,33159334,28696795,34439668,35268064,35723556,26969035,21593686,24036424,51865546,34818621,24499119,52061936,28568492,141063800,70872924,1180868,40534870,68078522,38249225,39424637,24468602,25305,7750,5080,4485,5196,4955,5589,4533,3217,2583,8720,5647,4130,7826,4149,20977,11877,270,7440,10495,5173,5873,3601
20251,A,골목상권,3110079,후암동주민센터,CS300002,편의점,459383300,64576,318910308,140472992,63516271,56025795,63298173,58922932,77147137,70557111,69915881,50792898,57117630,56654312,57313969,145324443,92180048,277344677,182038623,3114270,68342387,145481460,95880873,81160278,65404032,45411,19165,9220,8023,9372,8640,10156,9452,9713,6463,8955,9938,9529,18269,11422,40708,23868,1088,10683,19766,13061,11879,8099
20251,A,골목상권,3110080,해방촌예술마을,CS300002,편의점,149760136,22262,101285459,48474677,24868316,19791557,17214354,17626418,21784814,25247908,23226769,17682006,21866079,17824066,25694295,36026402,30667288,89059277,60700859,459273,34243458,52956943,24611820,17783830,19704812,14532,7730,3018,2506,2691,2815,3502,4219,3511,2498,3309,2727,3988,5540,4200,12962,9300,126,6360,8157,3171,2662,1786
20251,A,골목상권,3110081,해방촌 남동측,CS300002,편의점,575224696,78648,386598201,188626495,73928290,70021103,79195921,77530977,85921910,93567501,95058994,115511100,60399434,51459643,75013447,140902085,131938987,391999926,183224770,2855661,132478233,253177298,85285203,57379925,44048376,52709,25939,10309,9798,10619,10545,11438,13394,12545,14018,9755,9020,11607,18786,15462,51612,27036,733,21890,32235,10444,8380,4966
20251,A,골목상권,3110084,경리단길북측,CS300002,편의점,251049837,30776,172378212,78671625,33954389,28734216,36468947,34016357,39204303,46131688,32539937,56567371,27584868,31541559,25785232,58821379,50749428,145229853,92636589,1328854,40579669,80081927,45065769,43420716,27389506,21034,9742,4174,3543,4484,4113,4720,5400,4342,5834,3907,3989,3976,7369,5701,17743,11936,274,5820,10520,4787,5002,3275
20251,A,골목상권,3110085,경리단길남측,CS300002,편의점,1152643058,136729,812435143,340207915,148485671,159138953,169141769,161354815,174313935,171359318,168848597,154532243,121255440,119800549,163070936,321864894,272118996,726149306,417404697,5606237,176093965,385791459,299014494,189293545,87754303,96992,39737,18554,18058,19708,19546,21126,20361,19376,18138,18556,16217,20651,34951,28216,82775,53478,1358,27806,46534,29544,20552,10458
20251,A,골목상권,3110088,오산고등학교,CS300002,편의점,493832169,59495,358225518,135606651,70958670,68211366,69055203,75937993,74062286,71929192,63677459,49340032,74607020,65375133,69718824,142050287,92740873,351689425,142142744,5334249,32321918,134896369,145635714,114216650,61427269,43674,15821,8919,7955,8581,9261,8958,8004,7817,5430,9859,8998,8698,16323,10187,42300,17195,1197,5007,16710,17085,12098,7398
20251,A,골목상권,3110090,한국폴리텍대학서울정수캠퍼스,CS300002,편의점,144608709,17371,96943822,47664887,19218120,17282958,18874068,21242927,20325749,23896488,23768399,21207140,15399619,13515215,16801605,44519339,33165791,98436022,40015267,339027,11831689,36211042,42309298,31182495,16577736,12207,5164,2401,2206,2321,2666,2613,2675,2489,2888,2241,1719,1949,5005,3569,12430,4720,71,1898,4043,6122,3296,1719
20251,A,골목상권,3110095,한강진역 3번,CS300002,편의점,194194339,32531,130069613,64124726,22063636,21820190,28584616,27386322,30214849,35698032,28426694,10155242,31841961,42133549,43909178,45497454,20656955,117451508,65661868,641862,52737266,60107466,34864882,23500450,11261449,21677,10854,3710,3650,4500,4573,5244,6077,4777,1235,5424,7515,7689,7863,2805,19390,12026,127,10443,11249,4450,3657,1490
20251,A,골목상권,3110102,옥수역 6번,CS300002,편의점,221003549,33856,164554428,56449121,31920466,30174372,30477602,32719044,39262944,32432243,24016878,14508737,38642971,25258827,29506070,69777793,43309151,156871144,62187311,1974246,18305988,70198983,49948290,55586709,23044239,25100,8756,4712,4804,5066,5042,5476,4804,3952,2052,6417,4707,4671,9589,6420,22504,11198,564,4293,11020,7120,7168,3536
20251,A,골목상권,3110115,상왕십리역 3번,CS300002,편의점,196263002,25764,139930763,56332239,27796227,26887449,28100293,25856783,31290011,27612353,28719886,26514406,31198154,26705349,24869547,49417507,37558039,130181050,62454641,1389418,33316021,52179760,51150678,32770926,21828888,18757,7007,3632,3471,3761,3855,4038,3595,3412,3171,4098,3953,3497,6535,4510,16888,8608,365,5228,7397,5009,4502,2995
20251,A,골목상권,3110124,뚝섬역교차로,CS300002,편의점,754259202,110014,610974572,143284630,124225756,118664780,121936263,122841929,123305844,80341825,62942805,59870895,172468429,159588929,101162433,178496948,82671568,504692453,189319032,1955143,119458218,203838728,173338846,102145652,93274898,90687,19327,17488,17097,18237,18848,19017,10524,8803,6615,28603,24948,15425,23671,10752,72650,32133,510,23067,33463,20297,15315,12131
20251,A,골목상권,3110125,사근동살곶이상점가,CS300002,편의점,294804434,48764,212493441,82310993,42000516,41816822,42679715,40141635,45854753,42735469,39575524,38454662,35206604,37698451,34125868,79329668,69989181,196082310,98722124,6613853,135927247,77463665,27443656,29750030,17605983,35419,13345,7298,6609,7239,7136,7137,6944,6401,6497,6567,6490,5750,12371,11089,31306,17458,1504,26377,11098,2802,4423,2560
20251,A,골목상권,3110128,성원중학교,CS300002,편의점,575993838,75403,411760614,164233224,83366813,76745621,86147764,75178468,90321948,85055011,79178213,17580787,88873713,89657107,72286891,192598930,114996410,386637034,178808556,1039627,73592980,156899306,98912321,125122235,109879121,53477,21926,10110,9706,11306,10714,11641,11018,10908,2253,12393,12714,10652,24042,13349,52647,22641,230,10664,23989,12168,14591,13646
20251,A,골목상권,3110131,성수동카페거리,CS300002,편의점,505431963,82353,375104271,130327692,78084754,63802088,74261041,77819202,81137186,72078486,58249206,37255646,87385772,87304811,92916906,134862755,65706073,339302445,147444293,3838447,118482327,172329407,92581905,75178353,24336300,61182,21171,12271,10448,12170,12987,13306,11398,9773,3900,17092,16205,17283,20403,7470,51303,29178,762,24987,27789,13849,9410,3686
20251,A,골목상권,3110134,성수119안전센터,CS300002,편의점,1609745136,196918,1156043529,453701607,234058545,218747858,225756955,222966666,254513505,253237742,200463865,201946708,276727163,179995771,214577461,439082329,297415704,1019114575,528272498,974441,139648699,447676762,305979178,396140315,256967679,143070,53848,29346,25866,28645,27963,31250,28759,25089,25412,32338,24709,25184,53072,36203,131892,59718,149,25149,58373,39513,37493,30934
20251,A,골목상권,3110136,경수초등학교,CS300002,편의점,106078356,19536,103526899,2551457,19820263,18631686,18198160,24332802,22543988,2551457,0,225412,28080428,34244107,16622548,21738689,5167172,66416697,27657154,149491,13398220,39635674,22105844,15053588,3731033,19051,485,3624,3632,3678,4188,3929,485,0,32,4962,6825,2975,3850,892,12006,6300,32,3178,8852,2880,2458,908
20251,A,골목상권,3110137,성수초등학교,CS300002,편의점,2366262341,378282,2003083468,363178873,422493799,379485924,369211988,403824761,428066996,192968079,170210794,103093924,670227473,559966014,373254643,474279118,185441169,1498887965,654468928,5766756,327290775,780992314,515140822,384557920,139608311,326195,52087,66107,60194,63183,67456,69255,27342,24745,14327,121377,95716,55888,67327,23647,239264,123485,1350,66758,137251,78359,56864,22171
20251,A,골목상권,3110139,자양4동주민센터,CS300002,편의점,619681510,85098,434401851,185279659,94905539,73256849,91435752,85728861,89074850,98116538,87163121,72566070,94934104,82121259,81865472,167752672,120441933,412724077,187139933,847822,62371132,204828477,128439114,123748408,79629057,60166,24932,12242,10852,12544,12233,12295,12830,12102,9526,14513,12339,10852,22462,15406,57609,26261,251,10003,31001,17213,14966,10436
20251,A,골목상권,3110140,건대입구역 6번,CS300002,편의점,1245350587,186428,850681260,394669327,145433956,156871187,171127669,170281223,206967225,223195634,171473693,130723176,168197893,175516220,172548289,339221859,259143150,773990598,471359989,9955939,340641868,363056609,204002464,208155652,119538055,129183,57245,23812,23549,25888,26508,29426,30736,26509,17774,28209,24610,28335,52435,35065,115636,70792,1892,57822,59125,28834,23149,15606
20251,A,골목상권,3110141,건대입구역 1번,CS300002,편의점,433489669,63217,302441376,131048293,58999209,57233373,59593302,58508540,68106952,66844794,64203499,86355371,47067092,36233515,43727043,117246209,102860439,277193327,156296342,4556374,153024301,161350279,58757753,40606600,15194362,44490,18727,8800,8110,8702,8900,9978,9476,9251,11548,8038,5996,7075,16328,14232,39542,23675,835,25341,21727,7689,5397,2228
20251,A,골목상권,3110142,화양사거리,CS300002,편의점,1535096686,207403,1033120203,501976483,186110316,182073709,200086579,224148085,240701514,264548766,237427717,291582120,164344063,125355923,160042323,392400064,401372193,991870711,497195299,15018207,502663036,440376071,246009374,194906821,90092500,145159,62244,27982,26733,28814,29937,31693,32043,30201,35215,26266,19233,22087,53866,50736,132995,73529,2616,81417,60179,25105,25090,12117
20251,A,골목상권,3110144,어린이대공원역 4번,CS300002,편의점,90444645,14835,61340274,29104371,13634325,9997679,11731751,11377278,14599241,16146683,12957688,15299511,8186551,7103118,11700230,25837049,22318186,55403814,33877735,507229,38264328,26570194,6522647,10360299,7056853,10139,4696,2094,1778,1963,2020,2284,2571,2125,2227,1600,1326,1993,4201,3488,8495,6288,100,6655,3850,1204,1621,1353
20251,A,골목상권,3110145,장안초등학교,CS300002,편의점,294698976,51158,213251044,81447932,44051991,39773255,39753305,44370819,45301674,40727194,40720738,31683382,52472065,45176350,40812784,72632169,51922226,199615154,95083822,3975999,84713773,98254795,43403407,38548823,25802179,37837,13321,7603,6984,7560,7676,8014,6640,6681,4044,10754,8970,7483,12249,7658,32443,18715,1058,17396,15389,6854,6615,3846
20251,A,골목상권,3110146,신자초등학교,CS300002,편의점,152869388,19226,96699897,56169491,20454311,15698350,17300504,18356203,24890529,33111767,23057724,19222301,18114230,14165107,20909411,49177899,31280440,106367821,46501567,1185478,18013256,39107248,47031612,35846187,11685607,12698,6528,2629,2293,2451,2372,2953,3526,3002,1832,3218,2155,2815,5720,3486,13650,5576,295,2429,5655,5113,4145,1589
20251,A,골목상권,3110147,능동우편취급국,CS300002,편의점,482821894,72712,338181042,144640852,65189026,60524967,67860840,71838563,72767646,71389298,73251554,67269415,62068000,56696146,68224631,132028241,96535461,335710315,135979872,1256284,92404732,141721249,88191444,91789079,56327398,51706,21006,9636,9621,10616,10855,10978,10480,10526,9754,9834,9452,10692,18948,14032,49909,22168,372,17898,21917,10850,12856,8183
20251,A,골목상권,3110150,중곡1동 마을마당,CS300002,편의점,158693013,23357,108545839,50147174,19778981,20302250,22296704,22593679,23574225,23713962,26433212,22433141,30292341,15595508,19467525,42844109,28060389,97003093,59557132,205487,25413534,53688680,24436167,30747401,22068958,16660,6697,3249,3100,3223,3492,3596,3461,3236,2925,4421,2781,2821,6473,3936,13456,9533,47,4400,8512,3207,4159,2664
20251,A,골목상권,3110151,자양한강도서관,CS300002,편의점,558533143,75967,366372994,192160149,75088612,69396880,62553737,78119712,81214053,88923843,103236306,77837821,69889110,53487918,81423023,165256070,110639201,421277903,137255240,6608400,91474366,169654172,137104141,88495158,65196906,51465,24502,10580,9801,9455,10796,10833,12255,12247,9292,10438,8656,11200,22854,13527,56460,19507,1606,14997,22013,17816,11413,8122
20251,A,골목상권,3110154,광진정말공원,CS300002,편의점,405870944,55805,280660888,125210056,58296023,47358702,55116530,60426581,59463052,62428122,62781934,58022920,52705662,40278549,48571746,108699614,97592453,263120125,142750819,2261455,69082427,102126367,96712049,97343460,38345186,38789,17016,8088,6765,7706,8153,8077,8705,8311,7478,8072,6410,6862,14507,12476,36654,19151,528,10907,14945,10865,12917,5643
20251,A,골목상권,3110155,광진구청,CS300002,편의점,290886013,44524,204013126,86872887,40285716,34729002,40119945,45110943,43767520,47431738,39441149,42939284,26785146,32391982,36409101,82946660,69413840,146741480,144144533,8349529,125193488,56364381,26218384,54183543,20576688,31869,12655,6285,5998,6347,6697,6542,6595,6060,6183,4539,5187,5639,12222,10754,23453,21071,1732,22319,7824,3454,6114,3081
20251,A,골목상권,3110156,군자역 5번,CS300002,편의점,306450513,45345,218659966,87790547,43404059,38480017,42809331,42717214,51249345,46041732,41748815,28276816,41005432,44532007,47683744,85908590,59043924,208230407,96263347,1642895,59057141,109578994,52818866,47458113,33937745,32587,12758,6580,5749,6407,6688,7163,6825,5933,3548,7100,7762,7366,11713,7856,29814,15325,458,11073,16476,6899,6656,3577
20251,A,골목상권,3110157,자양동우체국,CS300002,편의점,161095418,20667,109699690,51395728,19076758,18962052,22394951,23841023,25424906,26866652,24529076,18262491,15229315,16758516,21132080,52689255,37023761,106549399,54546019,2759846,17403423,47013120,40868102,34764263,18286664,14793,5874,2670,2652,3129,3186,3156,3001,2873,2181,2495,2329,3039,6425,4198,13212,7455,492,2683,5533,5301,4076,2582
20251,A,골목상권,3110158,중곡3동주민센터,CS300002,편의점,234669120,30132,157223053,77446067,32161457,35108012,30921986,27345854,31685744,39295923,38150144,35743520,38595349,21269028,28328165,59608160,51124898,168077871,66591249,198762,20082850,86052452,41392737,56242996,30699323,20763,9369,4349,4021,4172,3927,4294,4868,4501,4238,5114,3286,3823,7721,5950,21217,8915,57,3474,10681,5803,6538,3579
20251,A,골목상권,3110159,구의역 4번,CS300002,편의점,348705129,52676,238497811,110207318,47092088,40140047,49471752,51309512,50484412,59774241,50433077,21274067,46164500,41942179,47347611,99822931,92153841,224767413,123937716,2855048,62476670,98081487,61067582,88549234,35675108,37158,15518,7459,6428,7448,7733,8090,8002,7516,3600,9226,7478,6746,13637,11989,35529,17147,570,10119,14745,9927,12905,4410
20251,A,골목상권,3110162,군자역 4번,CS300002,편의점,398169504,56267,278408389,119761115,53497975,46921270,53448208,56488513,68052423,60508546,59252569,48246394,45724876,39901105,43910702,132531967,87854460,228805069,169364435,1048899,62148980,150948253,86202663,56294132,41526577,40130,16137,7788,7090,8002,8293,8957,8142,7995,6497,8169,6117,6928,17102,11454,32619,23648,298,10294,20687,11080,7694,6214
20251,A,골목상권,3110163,성자초등학교,CS300002,편의점,246022015,32653,175266229,70755786,34307510,27585789,37595731,39394176,36383023,37597658,33158128,42320422,43103589,24214202,33157615,63130025,40096162,165768122,74421568,1508220,34698407,60059254,52621330,40532529,50769949,23056,9597,4714,4021,4458,4662,5201,5139,4458,5639,6076,3610,4059,7232,6037,21075,10511,468,5320,8339,8217,5215,4029
20251,A,골목상권,3110165,국립정신건강센터,CS300002,편의점,396163897,48525,270437702,125726195,52578529,51420399,53309368,52381804,60747602,63834576,61891619,50555253,51629645,41581068,46058454,122086560,84252917,258854920,137308977,853786,47150551,141352429,85965570,79383918,41457643,33259,15266,6567,6305,6576,6889,6922,7530,7736,5347,7157,5725,6179,14028,10089,31839,16686,197,6778,17731,9400,9948,4471
20251,A,골목상권,3110166,구의1동주민센터,CS300002,편의점,436144074,62225,298488573,137655501,59131533,56180398,59132268,59225416,64818958,71765637,65889864,70042294,59133419,40552830,53510883,116270234,96634414,304271569,131872505,732818,83178784,141718569,90174846,71994644,48344413,43030,19195,8638,7709,8363,8895,9425,9899,9296,9972,8635,6580,7709,16749,12580,43864,18361,227,14372,20957,11782,8958,5929
20251,A,골목상권,3110167,용마초등학교,CS300002,편의점,426959025,52660,290771841,136187184,61078830,47042045,58466055,52198795,71986116,79006719,57180465,49409068,43692483,46536579,45471746,139835081,102014068,248659680,178299345,4605602,52055666,154724332,98656095,75075498,41841832,36908,15752,7811,6720,7186,7009,8182,8613,7139,5585,5915,5618,6481,17123,11938,30528,22132,719,7543,19314,11743,8507,4834
20251,A,골목상권,3110168,대원고등학교,CS300002,편의점,162668900,25825,115283806,47385094,26333822,19678720,22905568,22693315,23672381,25202430,22182664,6146648,21428170,21056670,27515289,55191141,31330982,111037604,51631296,2245982,11996530,63856305,34588697,31929332,18052054,18682,7143,3771,3336,3661,4092,3822,3576,3567,868,3683,3803,4569,8143,4759,17096,8729,761,2255,8696,5978,5126,3009
20251,A,골목상권,3110169,성동초등학교,CS300002,편의점,248171022,34372,182084886,66086136,36277280,35190231,33826477,35978606,40812292,35338214,30747922,25986571,46626080,29124821,25757423,68149075,52527052,174750037,69034058,782280,23221280,89422710,55777627,45488957,29091241,25583,8789,5256,4937,5046,4927,5417,4545,4244,3462,6801,4806,4133,8949,6221,23430,10681,233,4156,12107,6551,6732,4332
