상권_코드,상권_코드_명,연평균_매출_금액,연평균_매출_건수,분기_수,연평균_매출_금액_log
3001491,이태원 관광특구,5327001941.5,845856.75,4,22.39605442953298
3001492,명동 남대문 북창동 다동 무교동 관광특구,17513841279.25,2446175.75,4,23.586257335555338
3001493,동대문패션타운 관광특구,5215787363.25,667359.75,4,22.37495589468344
3001494,종로·청계 관광특구,4882004313.25,723317.75,4,22.30882169262224
3001495,잠실 관광특구,13463960241.25,1869892.0,4,23.323282340937656
3001496,강남 마이스 관광특구,5855352384.0,405939.25,4,22.49062201749673
3110003,세검정초등학교,202145361.75,27703.0,4,19.12449761413916
3110012,성곡미술관,259077851.0,40039.0,4,19.372639161369214
3110016,평창동동측,46638758.5,5402.0,2,17.657942502311457
3110020,서울국제고등학교,192223845.5,36378.0,4,19.074171118084177
3110021,성균관대학교,367992005.5,60500.0,2,19.7235717744299
3110028,이화달팽이길,2896545033.25,420599.75,4,21.786784496196418
3110037,신설동역 12번,382237793.75,57702.0,4,19.761553472244053
3110038,경향신문사,473093516.0,60850.0,4,19.9748036372735
3110041,남산케이블카,99592688.75,15523.0,4,18.416599323776865
3110043,충무초등학교,583154691.5,83248.75,4,20.183963047883672
3110053,청구역 1번,726547589.0,96318.5,4,20.403814544679165
3110054,청구역 3번,324632608.0,47914.75,4,19.598204667025588
3110058,성심여자고등학교,134942820.5,17114.25,4,18.720361702237977
3110060,효창공원앞역 6번,318574343.5,45967.5,4,19.57936642646025
3110064,효창공원앞역 2번,245634699.0,38166.75,4,19.319356030902195
3110066,서울역 15번,1172889284.0,171527.0,4,20.882736015973833
3110067,배문고등학교,204877190.0,26705.75,4,19.13792128929689
3110068,남영역 1번,1052184949.75,174823.75,4,20.77413474450711
3110069,숙대입구,530500068.5,91355.75,4,20.089330647026785
3110074,서울역 12번,993000000.0,17824.5,4,20.716241223016496
3110075,숙대입구역 1번,234220803.5,36625.0,4,19.27177483737725
3110079,후암동주민센터,482447354.25,70497.0,4,19.994382364500417
3110080,해방촌예술마을,166735303.75,25211.25,4,18.931918111440275
3110081,해방촌 남동측,659193084.0,93243.5,4,20.306527046516653
3110084,경리단길북측,276594345.5,35507.75,4,19.438062537723575
3110085,경리단길남측,1224835463.25,151059.75,4,20.92607235702409
3110088,오산고등학교,537462503.25,68269.5,4,20.1023695559979
3110090,한국폴리텍대학서울정수캠퍼스,150336396.25,19800.0,4,18.828385989411554
3110095,한강진역 3번,212551600.25,34813.5,4,19.174695346262222
3110102,옥수역 6번,219344276.75,34918.25,4,19.20615309793282
3110115,상왕십리역 3번,218241328.75,29226.75,4,19.20111202566349
3110124,뚝섬역교차로,795175369.25,119059.75,4,20.49407323980131
3110125,사근동살곶이상점가,361312930.0,63478.25,4,19.705254985679463
3110128,성원중학교,640397031.75,85852.0,4,20.27759890564387
3110131,성수동카페거리,594770246.0,102376.5,4,20.203685749443054
3110134,성수119안전센터,1653168962.75,217076.25,4,21.225959866986237
3110136,경수초등학교,131950923.25,23306.25,4,18.697940625436253
3110137,성수초등학교,2540534842.75,419714.25,4,21.655640464215953
3110139,자양4동주민센터,530746470.25,73022.0,4,20.08979500991508
3110140,건대입구역 6번,1312802484.5,204441.25,4,20.995429991019897
3110141,건대입구역 1번,436053099.0,65954.75,4,19.893274582888456
3110142,화양사거리,1575113008.25,221676.5,4,21.177592858554725
3110144,어린이대공원역 4번,99927039.0,16961.75,4,18.419950877664757
3110145,장안초등학교,333591416.75,60167.75,4,19.625427501948877
3110146,신자초등학교,173428171.25,21925.75,4,18.971274078837123
3110147,능동우편취급국,492651764.5,75974.5,4,20.015313124406433
3110150,중곡1동 마을마당,136683308.5,19826.0,4,18.73317719840959
3110151,자양한강도서관,667881568.0,93004.0,4,20.319621423866682
3110154,광진정말공원,419933345.25,59709.0,4,19.855606557242844
3110155,광진구청,331812653.75,51916.5,4,19.620081074685906
3110156,군자역 5번,335415349.0,51571.0,4,19.630880172555393
3110157,자양동우체국,269705882.5,38072.0,4,19.412842602851622
3110158,중곡3동주민센터,224963196.75,28571.25,4,19.231447381234833
3110159,구의역 4번,394887674.0,58926.0,4,19.794111915336803
3110162,군자역 4번,442851354.25,62483.25,4,19.908744730506477
3110163,성자초등학교,323374668.25,43693.0,4,19.594322175663606
3110165,국립정신건강센터,412306254.5,51671.5,4,19.837276969766737
3110166,구의1동주민센터,460808980.5,67312.25,4,19.948494158258438
3110167,용마초등학교,457597969.75,57512.75,4,19.941501563470204
3110168,대원고등학교,136122634.75,21704.0,4,18.729066770838838
3110169,성동초등학교,248125699.5,34575.25,4,19.329446032575547
3110170,동대부여고,61704535.5,8243.5,2,17.937868011294334
3110172,광진초등학교,498799820.25,66644.0,4,20.02771541341003
3110174,아차산역 1번,338260637.75,44552.75,4,19.639327276848718
3110176,해오름공원,214777658.25,27166.0,4,19.185113907973843
3110180,광진정보도서관,148674838.0,21437.0,1,18.817272190657405
3110181,신설동역 9번,192174000.75,33648.0,4,19.073911778701785
3110182,용두희망어린이공원,134031702.25,18848.25,4,18.71358692134976
3110187,제기동역 6번,670660430.5,96202.5,4,20.323773503504388
3110188,용두동신동아아파트,221721836.0,33913.0,1,19.216934167706164
3110189,제기동역 1번,415644507.75,54469.0,4,19.845340906618688
3110190,고대앞사거리,427118583.5,66519.75,4,19.872572248093775
3110193,고려대역 4번,179835937.0,29484.5,4,19.007555537670743
3110204,간데메공원,187503792.25,28396.25,4,19.04930963383677
3110206,텃골근린공원,442389126.25,65757.5,4,19.90770043112988
3110207,시립대앞사거리,81114263.0,11835.0,1,18.211369385247902
3110210,서울시립대,1329017034.25,202830.0,4,21.00770543469168
3110212,답십리초등학교,276754667.0,41133.25,4,19.43864199661944
3110214,경희대후문,1029978750.75,208995.5,4,20.752804009606233
3110215,회기역 1번,280508711.5,47177.75,4,19.452115343050714
3110219,삼육보건대학교,1060169018.25,139554.25,4,20.78169418448189
3110220,외대앞역 1번,1468299834.25,264488.75,4,21.10737099372857
3110226,장안1동주민센터,3271417222.5,416971.25,4,21.90848912964615
3110229,장평중학교,595934565.25,82598.25,4,20.20564143083132
3110230,장안현대홈타운1차아파트,1593544815.75,209611.0,4,21.18922681615162
3110232,동대부고,107515734.25,14956.0,4,18.493147769238906
3110233,중랑역 1번,175502534.5,22467.0,4,18.98316404805928
3110236,신묵초등학교,159704355.0,20591.5,2,18.888834888956023
3110237,메가박스 상봉,160745575.0,20177.25,4,18.895333399707958
3110242,면목5동주민센터,334622118.25,44234.0,4,19.628512450877185
3110243,중랑노인종합복지관,755565816.25,92705.75,4,20.442977453354434
3110246,월드순복음교회,182281982.75,22373.5,4,19.02106540728296
3110247,먹골역 1번,587442058.0,90550.0,2,20.1912881761403
3110249,중화역 1번,115841316.25,17727.0,4,18.56773185782501
3110250,화랑대역 7번,202317363.5,29208.0,2,19.125348133847307
3110251,장안중학교,275095942.75,35849.5,4,19.432630481147786
3110253,중곡초등학교,603889701.25,76966.25,4,20.218902127054584
3110254,오거리공원,682188072.0,96003.75,4,20.340815944653215
3110255,상봉역 4번,1104720904.25,163904.25,4,20.822858565579445
3110257,상봉역 7번,220003865.75,30625.5,4,19.20915568029854
3110261,사가정역 4번,424699901.25,64939.5,4,19.866893365121005
3110262,상봉역 3번,1329535952.0,173494.0,4,21.008095810778887
3110263,면목역 1번,442114653.5,59150.75,4,19.90707980572505
3110264,면목역 2번,1642775628.25,211849.25,4,21.21965310505108
3110267,망우역 2번,253438085.5,41744.0,4,19.350630116451352
3110274,서일대학교,274136347.25,39364.0,4,19.429136161930266
3110277,러스크서울병원,685407599.5,90306.5,4,20.345524256488325
3110278,망우본동주민센터,408040761.25,64732.25,4,19.826877634853506
3110285,홍대부중,87379038.25,12301.25,4,18.285765986348153
3110286,한성대입구역 5번,269296922.25,43839.0,4,19.411325132725846
3110293,삼선중학교,329716209.75,53945.0,4,19.61374287501644
3110295,정릉우체국,166880443.25,26381.25,4,18.932788211305713
3110297,경동고등학교,904305374.0,125811.0,4,20.622677665516996
3110299,정릉역 1번,473782252.5,61184.5,4,19.976258393309976
3110303,성신여대입구역 1번,340712008.75,49805.5,4,19.646548132230055
3110304,보문역 4번,1283434257.0,205767.25,4,20.97280533608323
3110312,안암역 2번,324916757.25,66865.5,4,19.599079579025975
3110313,안암역 3번,1228895826.25,126640.75,4,20.929381901732746
3110317,종암중학교,621799475.25,105392.25,4,20.248128213275933
3110318,KT월곡지사,236234140.0,34342.5,2,19.28033399404261
3110325,장곡초등학교,499397521.0,61613.25,4,20.02891297384329
3110328,상월곡역 3번,370810768.0,49988.0,4,19.731202433844818
3110335,석계역 7번,1303648028.0,184056.25,4,20.988432347605837
3110341,북한산우이역 2번,581072289.0,97164.75,4,20.18038573048415
3110342,국립재활원,124664668.25,15729.75,4,18.64113804452352
3110343,무너미어린이공원,59541168.25,9812.0,4,17.902178551417528
3110346,4.19민주묘지역 2번,242151293.75,34358.5,4,19.30507327369164
3110348,강북문화예술회관,150260851.25,21784.0,4,18.82788335672469
3110352,수유1동주민센터,334990413.0,40626.75,4,19.629612474454554
3110353,수유동우체국,36000000.0,4089.25,4,17.399029524198163
3110360,수유초등학교,575171467.0,76880.0,4,20.170178759524678
3110361,삼양사거리역 1번,133694289.5,17430.25,4,18.711066337345827
3110362,우이천 계성교,694913036.75,97704.25,4,20.359297270160646
3110364,미아역 8번,516008255.25,74950.5,4,20.061633323802326
3110365,미아역 5번,477652390.25,66793.75,4,19.98439381094851
3110366,광산사거리,212005883.5,27466.0,2,19.172124589326536
3110367,강북구청,448262469.5,60598.0,4,19.92088949047525
3110369,성신여대운정그린캠퍼스,362720551.5,55787.0,4,19.70914326793583
3110370,도봉세무서,316961394.0,42341.25,4,19.5742905420911
3110372,강북중학교,141350236.25,21596.75,4,18.766751320560193
3110376,수송초등학교,673514295.0,95849.0,4,20.32801978001852
3110383,덕성여대시반거리,722260455.0,118764.75,4,20.397896374187482
3110387,쌍문초등학교,788232389.25,97475.5,4,20.48530351582908
3110390,방학초등학교,299708416.75,33174.5,4,19.518320619146373
3110394,방학중학교,315849211.0,43459.0,4,19.57077548045072
3110396,쌍문역1번(쌍리단길),2064974826.5,383715.25,4,21.448383873212467
3110397,도봉산입구,1496787501.25,212243.75,4,21.126586983243385
3110398,쌍문2동우체국,331895647.75,47990.75,4,19.620331166480735
3110399,창2동주민센터,1043343417.5,140144.0,4,20.765696219077576
3110402,도봉구 정병원,360639655.0,46526.0,4,19.703389834955427
3110403,방학1동주민센터,1195935249.75,159922.25,4,20.902194352840432
3110404,신창초등학교,254929476.25,31953.25,4,19.356497505069065
3110405,방학역 1번,672061420.25,86627.0,4,20.32586029498028
3110406,도봉산역 1번,605736742.5,87827.0,4,20.221956032980664
3110407,도봉역 2번,1151315621.75,146738.75,4,20.86417114521221
3110408,가인초등학교,670327785.5,93091.5,4,20.323277384295643
3110409,창동역 2번,162558907.75,21776.75,4,18.906551009425854
3110410,방학역 2번,629861048.0,92640.25,4,20.261009795880693
3110415,수락산역 4번,961424114.75,136967.25,4,20.68392619710163
3110416,노원초등학교,394336218.25,52209.75,4,19.792714451717764
3110419,수락산디자인거리,372958942.5,54626.25,4,19.73697890050425
3110420,광운대역 1번,376907887.75,45495.0,4,19.74751138863652
3110421,석계역 1번,388914653.25,55471.25,4,19.77887047969659
3110423,석계역 2번,159873133.75,27149.25,4,18.889891150867935
3110425,계상초등학교,406212887.25,53338.5,4,19.822387935435373
3110428,상계5동주민센터,58567527.5,8644.5,2,17.885690979804963
3110429,공릉동 국수거리,963781396.0,133881.25,4,20.686375060261877
3110431,상계역,472844087.0,72800.0,1,19.974276268439734
3110438,경춘선숲길 우측,753191855.25,112085.25,4,20.439830542487545
3110439,당고개역 5번,779096685.5,118668.5,4,20.47364571230783
3110446,내를건너서숲으로도서관,99000000.0,13470.0,1,18.410630418199872
3110450,시립서북병원,1838011662.5,239322.5,4,21.33195020661603
3110452,새절역 3번,232596885.5,40663.25,4,19.264817412318664
3110453,신사1동주민센터,811486911.5,119883.75,4,20.51437881724728
3110454,선정중학교,439491672.75,57149.75,4,19.901129330086388
3110456,구산보건지소,886875990.5,115970.5,4,20.603215723848358
3110457,예일여고,351964213.0,45356.5,4,19.679040063621432
3110458,선일여고,187863571.5,26516.25,4,19.051226579170862
3110460,구산역 4번,760814721.75,107882.5,4,20.44990042067751
3110465,연신내역 7번,350589925.6666667,54127.0,3,19.675127798340604
3110466,구산역 2번,375207207.75,52446.25,4,19.742988987998128
3110467,은평요양병원,408238947.25,54032.25,4,19.827363218413517
3110468,응암역 3번,1109902615.5,142305.0,4,20.827538115539017
3110469,응암정보도서관,1636660570.0,204820.25,4,21.215923765637875
3110472,연신내역 4번,175791343.5,22986.0,4,18.98480830707722
3110473,구산역 1번,350602622.25,44715.0,4,19.675164012596834
3110474,세명컴퓨터고등학교,201394037.5,26427.25,4,19.120773937512723
3110475,백련산해모로아파트,638208022.75,83451.5,4,20.27417484419883
3110477,은평세무서,68919576.0,10755.25,4,18.048450832054385
3110480,연신내역 3번,88135868.5,12024.0,4,18.2943901533347
3110481,불광역 7번,137442706.0,20303.75,4,18.738717711873544
3110483,연천초등학교,156988351.0,22921.75,4,18.871682169477484
3110484,역촌역 3번,511515287.25,65408.0,4,20.052888031961096
3110495,북가좌2동주민센터,245808527.5,30856.0,4,19.32006345140234
3110498,증산역 1번,1015957764.5,139566.75,4,20.739097615848905
3110499,연가초등학교,533704048.5,68034.5,4,20.095352028871414
3110502,남가좌파출소,959299821.25,139758.25,4,20.6817142244968
3110503,명지대학교교회,236970901.25,49726.0,4,19.283447916245443
3110507,명지대학교,364883609.25,55517.25,4,19.7150889846676
3110508,서연중학교,152566792.25,20008.25,4,18.843113046647353
3110511,연희초등학교,1042299183.25,164674.5,4,20.764694864065092
3110514,서대문우체국,81377118.25,13521.75,4,18.214604701164646
3110519,서대문구보건소별관,435882348.25,60522.5,4,19.892882923729903
3110520,경의중앙 신촌역,30947116.666666668,4375.666666666667,3,17.247790424055925
3110522,홍제역 3번,63154937.0,10455.0,1,17.96110159847807
3110526,봉원사,116644624.25,17032.5,4,18.574642479502206
3110527,홍제역 2번,548131966.5,88946.5,4,20.122026632526463
3110529,홍제3동주민센터,737438206.5,110444.75,4,20.418692856227292
3110537,충정로현대아파트,1215057278.0,195738.75,4,20.918057055837593
3110538,충정로역 3번,157157724.0,25671.0,1,18.8727604768562
3110539,미근동,133415833.5,22660.5,4,18.70898138380188
3110541,동교초등학교,470688614.0,60379.75,4,19.969707318698354
3110542,마포구청역 7번,437408282.0,69055.75,4,19.896377602927505
3110544,망리단길,823173368.5,114274.25,4,20.528677391985138
3110545,마포구청역 1번,1747894001.75,219394.5,4,21.28167747318209
3110546,양화대교북단,1413417103.75,122016.75,4,21.069276087994414
3110549,새터산,152249079.75,22680.0,4,18.84102842676922
3110550,합정역 8번,181911867.0,27040.5,4,19.019032885999923
3110551,성서초등학교,301821068.75,40526.75,4,19.525344915479454
3110552,성미산체육관,241762993.25,47668.0,4,19.303468441628752
3110554,망원역 1번,205000400.0,32821.25,4,19.13852249319833
3110557,홍대부속여중고앞,700279720.5,102258.0,4,20.366990415330864
3110558,경성고등학교,924481634.25,134669.25,4,20.644743744072787
3110561,상수역 4번,318292377.25,46621.75,4,19.578480946788126
3110562,연트럴파크(연남동주민센터),484778404.25,73856.0,4,19.999202448101045
3110566,경의선책거리,1090574364.75,174314.25,4,20.809970335457823
3110568,광흥창역 1번,963426204.75,138876.25,4,20.686006453108693
3110569,홍대땡땡거리,334837043.0,42275.75,4,19.62915453562016
3110576,대흥역 3번,293098083.0,49539.333333333336,3,19.496017868641673
3110578,대흥역 2번,262885675.75,46991.75,4,19.38722980647382
3110579,마포역 4번,402110499.0,61408.0,1,19.812237484433805
3110582,이대역 5번,877355446.75,137283.0,4,20.59242276782567
3110586,서울서부지방법원,266621898.75,38300.75,4,19.40134210693385
3110587,공덕동주민센터,63682064.75,9620.5,4,17.96941353851571
3110593,신월3동주민센터,1091358094.5,127395.0,4,20.81068871679879
3110594,신월중학교,143255020.0,20241.0,4,18.780136963555684
3110596,서서울호수공원,344876430.25,58290.25,4,19.65869674054748
3110597,신월1동주민센터,116707402.25,16973.0,4,18.575180533548004
3110598,신월문화체육센터,581749192.75,77855.0,4,20.18154997424112
3110600,신월7동주민센터,282164356.0,34203.75,4,19.45800028536627
3110601,신월1동우편취급국,525911983.75,64908.25,4,20.080644427328238
3110604,신월4동주민센터,565952759.0,78717.75,4,20.15402116978671
3110606,신한은행 신월동지점,1074410130.75,134383.75,4,20.795037633275896
3110611,신정역 1번,467881102.0,61392.75,4,19.96372476818608
3110612,신정역 5번,943268610.0,134026.0,4,20.66486164733231
3110615,신서초등학교,953624487.75,150189.75,4,20.67578053426232
3110618,강서고등학교,860356446.5,119891.0,4,20.572857335178483
3110620,목동보건지소,154653788.5,20353.75,4,18.856699560513213
3110625,신정2동주민센터,263173517.0,47713.0,2,19.38832413685184
3110626,양화초등학교,67078716.75,10313.25,4,18.021377379501043
3110627,신정롯데캐슬아파트,564484090.0,80975.75,4,20.1514227586945
3110631,방화초등학교,104500719.0,12965.0,1,18.46470451929756
3110634,송정역 3번,665119506.25,93564.25,4,20.31547729262457
3110637,송정역 2번,259269818.0,43315.25,4,19.373379849596507
3110638,신방화역 2번,1452097340.25,223541.0,4,21.096274790530348
3110640,방화역 1번,477481251.25,68146.25,4,19.98403545481061
3110645,우장산역 4번,510867049.5,76609.25,4,20.051619939169782
3110646,푸른들청소년도서관,414190923.0,62047.75,4,19.841837594565934
3110647,화곡역 5번,524387778.25,68770.5,4,20.077742005329792
3110648,양천향교역 7번,1691205083.5,212916.0,4,21.248707179520856
3110649,우장산역 1번,1053538538.75,154147.5,4,20.77542037312126
3110651,화원중학교,1113013394.5,147148.75,4,20.83033694465706
3110652,양천향교역 2번,137553758.5,22087.75,4,18.739525376840664
3110653,화곡역 2번,1520751921.6666667,195758.66666666666,3,21.142470735452743
3110654,까치산역 4번,1509745450.5,194648.75,4,21.135206898397293
3110655,발산역 5번,282000000.0,22235.0,4,19.457417632448486
3110656,까치산역 3번,3032817478.0,352200.25,4,21.832757885470816
3110657,양천향교역 5번,121436276.75,18781.0,4,18.614900220203108
3110658,화곡초등학교,710994891.0,91992.0,4,20.38217580349417
3110659,화곡역 4번,686498955.5,93889.5,4,20.347115263142012
3110660,등촌3동주민센터,437456298.5,77309.75,4,19.896487371915775
3110662,까치산역 1번,798610904.5,104735.5,4,20.49838440827276
3110665,곰달래도서관,91236859.5,12765.75,4,18.328969545538122
3110667,가양역 10번,508567907.5,39039.5,4,20.04710931124232
3110668,화곡2동주민센터,471707236.0,57651.5,4,19.971869090515426
3110670,신곡초등학교,638038315.5,77362.5,4,20.273908896715735
3110671,등촌1동주민센터,780306252.5,111609.75,4,20.475197033280175
3110673,뜸부기어린이공원,547210590.75,74387.25,4,20.12034428035356
3110675,화곡4동주민센터,687728633.25,82072.25,4,20.348904891128633
3110684,서울공연예술고등학교,215771474.0,27854.0,4,19.189730419474962
3110690,오류2동버들시장,269356392.75,40124.0,4,19.41154594451096
3110695,개봉1동주민센터,72000000.0,9378.0,2,18.09217669086922
3110703,개봉역,501231096.5,43566.0,4,20.032577825150796
3110706,그라운드 고척,907694584.5,136298.0,4,20.6264185204025
3110710,남구로역 3번,947225981.75,126911.0,4,20.669048252830542
3110712,남구로역 5번,295388698.0,40616.0,4,19.503802670728533
3110713,구로보건소,95767304.75,11663.5,4,18.377431908597117
3110714,구로4동주민센터,681273083.5,101175.0,4,20.339473788872215
3110717,남구로역 2번,865053104.75,103801.25,4,20.57830145694226
3110720,대림역 2번,275157541.75,58753.25,4,19.432854374323455
3110721,가리봉파출소,183689094.75,26941.25,4,19.028755189414284
3110722,G타워,867581696.25,128975.5,4,20.581220240855377
3110724,금천구립가산도서관,485749167.75,69026.75,4,20.00120293494913
3110725,가산동주민센터,1369063980.75,182024.25,4,21.03739311828188
3110727,독산역 1번 출입구,146759683.0,23012.75,4,18.804307004273785
3110729,가산동우체국,936670573.25,129276.75,4,20.657842203412407
3110730,서울축산농협 독산역지점(독산파출소),1621643173.0,217731.0,4,21.206705777069303
3110732,가산초등학교(세일중학교),607266891.0,85129.5,2,20.22447894266839
3110736,독산119안전센터,493371551.0,62106.5,4,20.016773103323928
3110737,금천세무서,960778816.25,126993.25,4,20.68325478149492
3110738,문성초등학교,97896093.66666667,15999.666666666666,3,18.399417215659785
3110740,금천해태공원,155732828.25,24593.25,4,18.86365246396847
3110743,시흥초등학교(시흥1동우체국),391459400.0,55380.75,4,19.785392366868372
3110744,독산동성당,710265913.0,89124.0,3,20.38114998464256
3110748,백산초등학교,282283780.5,47793.5,4,19.458423440280377
3110752,한울중학교,2064095313.25,261401.0,4,21.44795786288418
3110753,시흥동 은행나무사거리,1432597557.5,196385.0,4,21.082755107899143
3110757,양평역 2번,156449192.75,20642.5,4,18.868241874662242
3110759,문래예술촌(문래창작촌),2387388860.25,385317.25,4,21.593466078973883
3110760,선유도역 6번,351001026.5,57700.0,4,19.676299708776284
3110762,선유도역 1번,445146650.25,64073.75,4,19.913914339210518
3110766,대림역 5번,180264757.5,22836.0,4,19.00993720872481
3110774,당산반도유보라팰리스아파트,613607108.0,87563.0,2,20.234865393673804
3110776,도신초등학교,394323852.5,46661.5,4,19.79268309283343
3110778,구로디지털단지역 4번,268158389.0,31258.75,4,19.407088371361688
3110783,영등포시장역 1번,177592845.75,27923.75,4,18.995004110402633
3110784,신대림초등학교,247649933.0,33062.0,1,19.327526750493337
3110785,영등포푸르지오아파트,228286319.75,31867.25,4,19.246111191833656
3110787,신길3동주민센터,656355574.5,81099.0,4,20.30221323588318
3110789,대림성모병원,410770561.75,75164.25,4,19.833545375101533
3110790,대림1동주민센터,90697324.25,11944.75,4,18.323038424573348
3110792,영등포역 2번,174662121.5,23003.0,2,18.978363937057406
3110794,영동초등학교,255852645.25,39499.0,4,19.360112236136285
3110809,장훈고등학교,205017490.0,33004.25,4,19.13860585541419
3110810,영신초등학교,607007175.75,89991.0,4,20.224051172265245
3110812,신길6동주민센터,1082414432.75,174779.25,4,20.802459969682054
3110815,공군호텔,723449368.0,115827.0,4,20.39954112093743
3110819,신대방역 4번,2632571011.0,256146.75,4,21.69122677672729
3110820,성남고등학교,31812435.0,5745.0,2,17.275367840485174
3110821,보라매역 2번,55256153.0,7745.0,1,17.827490276774714
3110823,신대방삼거리역 3번,248054769.5,37395.0,4,19.329160128536074
3110825,신대방삼거리역 1번,414556320.25,51930.75,4,19.842719400872433
3110828,노량진역 6번,219596670.75,37633.0,4,19.207303111519405
3110835,상도역 1번,64282407.0,10160.5,4,17.97879655923959
3110836,상도역 5번,1307535420.5,229776.5,4,20.991409844549782
3110837,숭실대입구역 1번,917553642.0,145261.0,4,20.637221602668916
3110839,숭실대입구역 4번,153625467.5,25317.0,4,18.85002817547967
3110840,중앙대학교,1692548100.0,141147.75,4,21.24950098243549
3110846,남성역 1번,344178390.0,50541.5,4,19.65667065941069
