기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20252,11215860,구의2동,CS300002,편의점,1532670504,222566,1060929363,471741141,202911663,207165132,205587562,217159283,228105723,235543287,236197854,180287077,219514693,183338665,215895405,449048164,284586500,998636734,524231539,14635726,208565231,449438327,349979982,311678340,188570667,155980,66586,29668,30795,30063,32193,33261,33146,33440,21197,36298,30752,33694,61578,39047,142733,79333,4055,36268,63594,50070,43472,24606
20252,11215870,구의3동,CS300002,편의점,4008445760,593930,2736449251,1271996509,517778667,513590300,506990434,566068729,632021121,658506192,613490317,145200805,562391782,754179364,845910347,1253089220,447674242,2143823147,1842911322,67815476,719193745,1126581696,781451212,848513100,443179238,414631,179299,80159,77548,77229,83410,96285,94995,84304,20702,104210,112227,114514,178494,63783,346003,246377,16464,116401,168073,110498,114505,66440
20252,11230536,용신동,CS300002,편의점,4763089116,768890,3582096285,1180992831,726015643,678017917,729462747,717391873,731208105,623505683,557487148,364346638,996694148,798412213,698844813,1188739010,716052294,3093958891,1640336511,53565929,771565482,1095157332,1084514550,1019988724,709503381,582124,186766,118273,111379,120974,116513,114985,96464,90302,52018,178126,142894,114149,177213,104490,489290,276482,13643,145637,181814,156421,149155,119102
20252,11230545,제기동,CS300002,편의점,3294603101,531326,2384952233,909650868,461563663,453165164,479648279,491577408,498997719,469505327,440145541,451449886,438311404,409609979,397799645,883486658,713945529,2068172200,1211555685,37624527,958241619,769720557,573093699,578200113,362847370,388594,142732,75845,76489,80431,78874,76955,70738,71994,69188,74610,71284,66658,139716,109870,317875,211756,8393,189338,116736,78164,85880,51121
20252,11230560,전농1동,CS300002,편의점,3435365316,480731,2421899477,1013465839,459499279,464114725,430027465,502701747,565556261,533564182,479901657,412155232,401801673,444444189,487651666,1002421189,686891367,2201451124,1114315869,22703353,652821973,885055519,701106064,669420218,384659867,334440,146291,62866,66044,62073,69923,73534,75589,70702,50833,71103,65691,72607,135060,85437,314217,158262,3374,104524,128606,98492,87664,49821
20252,11230570,전농2동,CS300002,편의점,992727987,207209,778238436,214489551,160245293,164260835,163875104,151267487,138589717,110044107,104445444,90565890,184360938,159925867,144758997,261301929,151814366,610537171,372124960,38305566,346573507,194705257,138230969,187925468,76921364,165508,41701,33101,35495,34400,34128,28384,21831,19870,15969,39624,37056,31057,53631,29872,118572,88092,10662,82125,35759,24451,40529,13138
20252,11230600,답십리1동,CS300002,편의점,1224059029,181317,871307152,352751877,172590515,168093429,178387789,170340820,181894599,181952923,170798954,129612969,195751682,150732835,159917663,347234654,240809226,833096546,387291861,5257205,197618458,358991875,242636642,257481819,158402406,130968,50349,26483,25567,26085,26708,26125,25607,24742,17911,30707,24317,26019,48651,33712,119915,60942,1533,34086,53185,36589,34225,21239
20252,11230610,답십리2동,CS300002,편의점,1280149219,174712,927366548,352782671,182609754,184467042,179963935,179459114,200866703,189239460,163543211,134832108,221072446,170862066,168982271,343863370,240536958,887627696,370865853,6553143,151604116,334307731,269566113,275632364,220830082,128069,46643,24984,25853,25500,25603,26129,24508,22135,15806,34355,24847,24008,44162,31534,120457,52150,1760,27326,47535,32371,37343,26273
20252,11230650,장안1동,CS300002,편의점,7576596594,1008087,5512613477,2063983117,1060958030,1074844210,1092348713,1090597634,1193864890,1098808719,965174398,921271987,1166319669,983124194,1032478383,2085782240,1387620121,4979055349,2509053333,46490572,1011203085,2094491042,1855231602,1508135510,972556871,733872,274215,138909,142674,149252,148740,154297,140601,133614,113174,180051,144975,143740,255476,170671,675323,327526,10387,159846,278687,214584,195312,144034
20252,11230660,장안2동,CS300002,편의점,3085704798,421367,2166196601,919508197,397145374,430222148,429362076,441290364,468176639,501708324,417799873,439532296,453937071,321753839,386262088,825023456,659196048,1928506898,1092539160,44902515,411939209,891829885,795959176,554182098,322233172,297887,123480,56307,59630,59746,61000,61204,64978,58502,55335,69325,50628,55810,106599,83670,270805,146808,10674,65290,118259,98712,78592,46085
20252,11230705,청량리동,CS300002,편의점,2283195099,335622,1635212911,647982188,327445366,316855964,327514828,318845107,344551646,344593401,303388787,291692109,362342846,323111634,298438774,608071384,399538352,1609908471,670241958,14944219,256631859,538411533,525419461,528200722,416542635,241830,93792,48394,48536,48126,47965,48809,49012,44780,38080,58940,49888,46794,86517,55403,232812,102608,3337,47430,82135,71215,69861,61442
20252,11230710,회기동,CS300002,편의점,990012245,160931,732559383,257452862,145192165,145351238,147509714,146332570,148173696,133102994,124349868,153693614,159155567,100571309,136762898,253209489,186619368,634980477,355031768,12857212,311733877,278410085,169653830,155819352,61537889,121236,39695,24037,24375,23974,24231,24619,20084,19611,21806,28187,19474,22404,40088,28972,97704,63227,2996,57646,44816,22576,23686,9211
20252,11230720,휘경1동,CS300002,편의점,1719118340,171258,1252500006,466618334,239312694,253387505,239146396,276791106,243862305,231195032,235423302,101639694,154964274,209370427,287967087,596937208,368239650,777169316,934367581,39935263,818408073,350021487,155572962,256520570,91078544,124710,46548,25433,24762,24503,25617,24395,22940,23608,14321,18359,22337,26961,52762,36518,92373,78236,4683,79467,36579,15499,23671,10709
20252,11230730,휘경2동,CS300002,편의점,1533607999,226771,1095859152,437748847,222207938,233222276,221078884,219148663,200201391,212149908,225598939,149172771,149175245,213649292,225079332,491655515,304875844,825775607,707832392,50105699,592379254,361191443,192004582,238648215,99278806,167831,58940,33063,36783,35523,33490,28972,28238,30702,26630,28308,30809,29037,64652,47335,134674,92097,10959,97299,47371,21698,36242,13202
20252,11230740,이문1동,CS300002,편의점,4809148896,799052,3681553245,1127595651,721350263,731228375,750314347,769516030,709144230,591265026,536330625,379572517,652009296,812597072,807691322,1373555686,783723003,2472598145,2336550751,161298950,1926165813,722325986,598704181,997761532,402892434,628176,170876,122837,127956,132109,131473,113801,89671,81205,68019,137101,140241,133931,191619,128141,417975,381077,33153,360691,107411,85918,153865,58014
20252,11230750,이문2동,CS300002,편의점,1029969981,155479,729189128,300780853,142921693,145634359,143467148,145522181,151643747,158073168,142707685,121433379,170259868,117033306,135855102,282569654,202818672,635674355,385876535,9920186,168675676,222291154,219166319,263885177,137612380,113020,42459,22078,22262,23304,23163,22213,21990,20469,17793,27426,18346,20590,41375,29949,97301,56995,2427,30103,33511,32552,36351,19350
20252,11260520,면목2동,CS300002,편의점,1012678424,127990,722158217,290520207,137073647,141615740,145537264,146953432,150978134,147472072,143048135,139815597,158942337,99835838,140542476,285570309,187971867,706671528,306006896,6773335,73621746,268503244,281024816,206293503,176461780,92624,35366,18060,18567,18223,18979,18795,17389,17977,16471,22466,13662,17080,34775,23536,88428,39562,1731,13146,34276,34187,25150,19500
20252,11260540,면목4동,CS300002,편의점,1368918194,187948,963521803,405396391,200326267,185909318,186809738,191217923,199258557,216006634,189389757,173731268,211824749,180344071,183577112,348250290,271190704,897419394,466979012,8134316,147575312,334539418,363489103,324616316,186043940,132589,55359,26071,26289,26673,26956,26600,28555,26804,22297,32263,26222,25971,47363,33832,123526,63984,2030,24331,48184,44856,41108,27001
20252,11260550,면목5동,CS300002,편의점,344384028,46132,239263284,105120744,47268570,47400584,49591861,48061437,46940832,56943513,48177231,43551459,43181410,37151854,43193918,106326362,70979025,216152179,128231849,960344,28409826,95023869,86293650,74832851,58863488,32509,13623,6166,6517,6966,6518,6342,7125,6498,5296,6351,5726,6469,13418,8872,27982,18150,227,4451,13198,10588,9653,8015
20252,11260565,면목본동,CS300002,편의점,3645217232,495068,2563572392,1081644840,488182253,514337760,504726228,509584153,546741998,554578751,527066089,481105779,557848461,379502544,459224028,1034272776,733263644,2491790558,1153426674,32489807,493548758,1009304342,848288799,716901125,544684401,352404,142664,69570,69614,68444,71867,72909,72653,70011,61474,86777,56632,62927,134365,92893,335610,159458,7166,81920,143090,104048,88482,70362
20252,11260570,면목7동,CS300002,편의점,3752047715,506742,2627291980,1124755735,466432494,504292084,530107789,537871659,588587954,573197373,551558362,684949074,565823339,370305418,465431542,978350177,687188165,2631000109,1121047606,21343240,390655047,982695733,940592483,777791662,638969550,357523,149219,68415,71690,70169,71803,75446,74526,74693,77220,90058,54090,65529,126397,93448,357092,149650,5174,71862,139935,109815,103022,76934
20252,11260575,면목3·8동,CS300002,편의점,1688266708,249085,1216790699,471476009,233086911,240684271,247804780,249597891,245616846,245583509,225892500,241375388,278527685,208792958,217315423,430571976,311683278,1105234215,576243242,35891626,256248168,404536119,333329857,404540070,246931617,183218,65867,36518,37318,37440,36456,35486,33893,31974,31599,45016,34504,33600,61035,43331,160112,88778,10286,48533,57549,43380,55561,33580
20252,11260580,상봉1동,CS300002,편의점,502587463,78924,357468830,145118633,69283470,71533759,67780789,69883819,78986993,77021154,68097479,51036390,75078737,45372608,67565271,163664806,99869651,345922218,156665245,7387759,79645266,144828270,98892856,114475810,57357502,56578,22346,11207,11251,11328,11265,11527,11400,10946,7684,12961,7417,10850,24363,15649,50692,28232,2732,14718,22116,13296,16996,9066
20252,11260590,상봉2동,CS300002,편의점,3960028438,519497,2701298038,1258730400,502675973,529432690,533538401,542125403,593525571,670175248,588555152,616627003,467640617,376807071,487386359,1127451004,884116384,2373146350,1577574910,29282937,786262903,1323232645,711055776,648552821,452334178,357903,161594,67835,69356,70902,73271,76539,84912,76682,81696,73329,51694,60143,140981,111654,325944,192948,5145,115201,179853,85611,74267,58816
20252,11260600,중화1동,CS300002,편의점,418386661,60434,297931108,120455553,60330108,55786595,57832364,60254681,63727360,60697101,59758452,59867219,71397446,42759217,53869817,114409674,76083288,273081194,145305467,10884755,66576748,110623970,73850476,86429409,70021303,44214,16220,8934,8734,8440,8991,9115,8061,8159,7235,11163,6898,9004,15576,10558,37357,23077,3090,10815,14849,10090,12171,9419
20252,11260610,중화2동,CS300002,편의점,953272647,136332,673665403,279607244,127399552,135007683,131703186,136512418,143042564,153655060,125952184,88517629,132060813,95961102,135023814,298072444,203636845,571805562,378072049,10309216,151071275,220451789,176948758,215798824,175297749,96893,39439,18203,19458,19512,19439,20281,20879,18560,11489,21671,15522,18609,42071,26970,81501,54590,2617,25737,32510,24294,26716,24218
20252,11260620,묵1동,CS300002,편의점,987642973,148213,693979292,293663681,138709046,138489158,131826040,136203412,148751636,151661585,142002096,111766169,138730474,112537334,139646637,294670267,190292092,656539349,321375120,8422720,117996322,226109463,258468633,247492312,119425020,104900,43313,20701,20926,20450,21244,21579,21705,21608,14829,23814,17656,23184,41573,27157,96077,51463,2406,22519,32984,36870,35612,17153
20252,11260655,망우본동,CS300002,편의점,4256821087,576957,3041965750,1214855337,608286473,614005065,585220159,612363711,622090342,638033350,576821987,329539682,702528953,569729973,611592569,1171193168,872236742,2901328175,1343927546,48608381,454484941,930182380,827042345,887795912,1097141761,403215,173742,78802,81727,80457,79303,82926,87022,86720,46813,105517,82474,85173,159583,97397,379268,197404,10028,79781,139098,117891,124710,105164
20252,11260660,망우3동,CS300002,편의점,502222397,67928,349254246,152968151,68066030,73449351,69537617,68721438,69479810,78855981,74112170,74641854,77605870,62547051,71042958,123294450,93090214,350293823,151928574,3322761,65469441,144296351,82423447,112602905,94107492,48514,19414,9760,9920,9947,9526,9361,9967,9447,9370,13184,9276,8980,15694,11424,45519,22409,969,10308,20673,11274,13458,11246
20252,11260680,신내1동,CS300002,편의점,317445439,48084,232169366,85276073,45227452,47592882,47226900,45369814,46752318,44051250,41224823,26358589,62322928,44552863,58448427,76571055,49191577,205545986,111899453,4335510,31104738,70173703,74536898,74297982,62996608,36036,12048,7108,7252,7269,7270,7137,6123,5925,3544,9387,7586,8714,11602,7251,30157,17927,1442,5880,11596,11288,9709,8169
20252,11260690,신내2동,CS300002,편의점,364407479,52745,266275145,98132334,51746756,53922768,50025773,54207171,56372677,60666365,37465969,25509426,59187697,74076441,73171750,93826816,38635349,200742658,163664821,9348164,40782992,64922997,93709603,73466698,82177025,39786,12959,8083,7789,7966,8111,7837,7433,5526,3610,10205,10662,9730,12240,6298,30455,22290,2823,7115,11486,14666,9875,6780
20252,11290525,성북동,CS300002,편의점,1039346702,175356,752964907,286381795,152184058,146483797,148351739,151519619,154425694,148914345,137467450,67641161,163392081,154307730,155310607,302455005,196240118,560576867,451705561,17712004,160360982,277293849,217402930,210978804,128533864,128469,46887,24624,25644,26304,26140,25757,23859,23028,10162,32512,27436,27469,48102,29675,94301,79091,5508,35626,47289,32279,32790,19899
20252,11290555,삼선동,CS300002,편의점,2886322686,455958,2069476285,816846401,393542305,397407792,408189750,414681400,455655038,408070004,408776397,389860418,402038952,329801375,382996397,773466926,608158618,1777989860,1092600232,45932206,563702515,759545715,514212389,651781249,335416020,330783,125175,62552,65523,67010,67200,68498,62896,62279,54025,72366,56265,64603,118416,90283,275623,179381,11306,104865,123519,72898,90870,51546
20252,11290575,동선동,CS300002,편의점,1570332116,317328,1201027833,369304283,229758046,241048414,249363926,243318727,237538720,199675283,169629000,150091835,241029733,257215328,256130785,389019823,276844612,742806526,827525590,58627804,534343960,358091775,240704378,302373624,76190575,252349,64979,48057,51755,55585,50689,46263,35008,29971,22394,54614,62054,56831,74615,46820,126319,191009,18124,127473,59829,41850,54901,15151
20252,11290580,돈암1동,CS300002,편의점,304840126,39005,211705866,93134260,44041934,40921584,41146204,45599813,39996331,48257323,44876937,16395336,31949298,40552550,55688825,107671059,52583058,137301399,167538727,15432685,54345470,63732198,63112225,73698472,34519076,26070,12935,5232,5147,5275,5294,5122,6427,6508,2708,5018,4724,6960,13149,6446,20329,18676,4002,6543,7317,8595,9460,3088
20252,11290590,돈암2동,CS300002,편의점,449391543,57774,314013192,135378351,59971217,61681595,63783080,60768204,67809096,68318337,67060014,35956595,57803378,50371586,66168742,141739576,97351666,309624362,139767181,1893388,45415915,82822228,105018298,116864299,97377415,41313,16461,8072,8216,8492,8185,8348,8072,8389,5239,9245,6605,8827,16054,11804,38161,19613,496,6314,10702,11965,15420,12877
20252,11290600,안암동,CS300002,편의점,3743685380,758533,2901972247,841713133,588241517,586309507,613164370,602699875,511556978,453199468,388513665,334329577,583463454,673327270,629563290,963157791,559843998,2103500926,1621266675,113378268,1308603920,677264148,468468065,762514803,394538394,613675,144858,122869,126995,134857,128528,100426,77411,67447,59902,130641,152538,136364,180156,98932,418619,339052,29229,326248,125559,76318,137482,62834
20252,11290610,보문동,CS300002,편의점,1254812157,179394,894319996,360492161,163258106,169694876,182133201,182405314,196828499,195783631,164708530,150687421,163992528,144584735,176578321,369660578,249308574,781651466,467116269,13015016,187739382,315396109,304402254,276760508,151454466,130932,48462,25011,25436,27172,26724,26589,24858,23604,18948,29078,21240,27439,49925,32764,108000,71093,3635,34366,42501,40421,36198,21972
20252,11290620,정릉1동,CS300002,편의점,1116700655,161130,800954752,315745903,160057161,153061577,159346635,156925702,171563677,158395521,157350382,144588521,148986275,119848053,168754562,309510761,225012483,693137165,419388545,35785874,209812455,212946166,255151670,247200936,151628608,116750,44380,23405,23482,23644,22786,23433,22329,22051,18788,22449,18618,25755,43946,31574,96988,63936,6990,36374,31345,33697,31581,20935
20252,11290630,정릉2동,CS300002,편의점,344606379,52872,248073742,96532637,44243985,45767943,52323214,48517212,57221388,49820210,46712427,39209618,48526751,45169097,48514620,90967531,72218762,195542300,140958332,3809710,55697901,68487040,79806394,81053573,47646016,38921,13951,7401,7463,8150,7713,8194,7238,6713,5582,8178,6909,8587,13896,9720,29014,22997,901,8883,11294,12251,11874,6811
20252,11290640,정릉3동,CS300002,편의점,2023828288,268248,1458813089,565015199,282791706,297191027,282671712,289826325,306332319,304559118,260456081,345418692,311841980,222457086,282456368,499940661,361713501,1283828129,659928080,26603396,435253509,330068605,405341229,473090405,273399064,193951,74297,38082,39002,38025,38633,40209,38596,35701,40097,42271,31965,38542,65462,49911,170498,94814,6168,71161,46874,48508,60562,32040
20252,11290650,정릉4동,CS300002,편의점,1660131521,213485,1163456836,496674685,220537286,248534149,231524847,229219986,233640568,249869743,246804942,185942083,244301843,179493513,240127991,507715726,302550365,1135986463,524145058,23262868,172505384,312613604,381458868,468126158,302164639,150294,63191,28078,30791,30217,30976,30232,31714,31477,23432,33773,25176,31220,61126,38758,145175,68310,4167,30366,43088,44176,53176,38512
20252,11290685,길음2동,CS300002,편의점,992811176,158116,705230273,287580903,134065223,140446599,147029787,146271115,137417549,143981745,143599158,79463602,212278995,149710603,153172511,252977082,145208383,640895678,351915498,11547583,121896959,290667073,243845775,210356072,114497714,112193,45923,21180,21803,23608,23943,21659,23054,22869,10076,37153,24798,26821,39346,19922,100549,57567,3431,23938,47978,36143,30541,16085
20252,11290705,종암동,CS300002,편의점,887115232,149228,621727467,265387765,125971264,122322339,115074004,127784556,130575304,137190748,128197017,115746210,138022921,102393530,112667494,233322364,184962713,569383529,313205715,13691328,222177473,199063851,157261335,189926964,100468293,107621,41607,21644,21581,20850,22021,21525,21594,20013,19026,25310,18601,19446,36559,30286,90856,58241,2993,45536,32296,23291,31283,13698
20252,11290715,월곡1동,CS300002,편의점,861579776,129821,636851613,224728163,129458580,119293954,130415580,127662221,130021278,119221846,105506317,96732315,161241771,118529784,126564492,205525004,152986410,572903081,288676695,12147225,99793416,205342416,246864635,189559385,107872699,97358,32463,20196,18525,20051,19199,19387,16890,15573,12557,28360,19108,18396,30057,21343,82746,47075,3587,18294,33060,34689,26277,13914
20252,11290725,월곡2동,CS300002,편의점,1691376840,228585,1227968013,463408827,232742779,248219550,250525822,245744564,250735298,238058626,225350201,206626240,227163872,220626419,238022245,458309890,340628174,1003782367,687594473,25105194,365047277,416542074,335357921,375661099,173663275,169521,59064,33434,33599,35023,33949,33516,29855,29209,26654,38717,30898,31551,57453,43312,136246,92339,4279,57493,55683,42681,46305,22144
20252,11290760,장위1동,CS300002,편의점,1340547765,163565,921748275,418799490,185191417,178383184,171363835,187373123,199436716,217950501,200848989,159028812,195896297,162911724,185363190,377859183,259488559,880416690,460131075,5896699,163545822,320543199,297513657,300012430,253035958,117007,46558,22699,22074,23147,24429,24658,23706,22852,17668,27705,21374,22518,44160,30140,103755,59810,1696,24266,41947,35174,34872,25610
20252,11290770,장위2동,CS300002,편의점,204351038,32788,149902142,54448896,27612772,26733547,28002937,30135086,37417800,30331793,24117103,7229314,35428524,26386601,29937078,61481180,43888341,130061909,74289129,565241,33002187,53541416,47901213,46367041,22973940,24219,8569,4442,4484,4798,4993,5502,4810,3759,1093,6033,4430,4669,9738,6825,19979,12809,196,6906,8701,7016,6384,3585
20252,11290810,석관동,CS300002,편의점,2694307009,400295,1901030998,793276011,363031833,370114569,375939933,410071200,381873463,418618562,374657449,331271368,421611496,310330316,317105545,726776715,587211569,1780822579,913484430,25183534,460078267,669688211,551023682,640145126,348188189,284428,115867,53942,54714,56208,61757,57807,59391,56476,46428,66701,48016,49745,107269,82136,263070,137225,5058,83033,99914,75688,87484,49118
20252,11305534,삼양동,CS300002,편의점,330106977,48169,234863434,95243543,45614466,47575423,46440918,45712523,49520104,50951309,44292234,36933306,52952896,45741741,48089916,89115640,57273478,219528007,107497293,2734562,41087545,80726746,65819641,84132593,52524213,33918,14251,6624,6795,6919,6629,6951,7424,6827,4960,8575,6311,6816,13360,8147,32831,15231,736,7434,11421,10246,11137,7089
20252,11305535,미아동,CS300002,편의점,1668356854,266046,1196704815,471652039,233254164,224975331,238408067,244332333,255734920,251298625,220353414,216265551,244921072,200448703,203683433,458132867,344905228,1106572652,560372990,25311020,275889706,426335228,371906341,353706666,213796682,192399,73647,37079,38221,37771,39323,40005,38254,35393,32362,43656,34624,35086,70476,49842,169014,96885,7283,54761,67181,50846,55376,30452
20252,11305545,송중동,CS300002,편의점,3891816551,402640,2666346405,1225470146,513394991,531635067,512302286,519657204,589356857,624495779,600974367,403685417,406043110,446770799,665016975,1246980436,723319814,2075555065,1811142669,46996137,770146779,866148049,862617615,879882704,460906449,283416,119224,54677,55742,57404,55761,59832,62406,56818,49716,59590,47330,57948,115849,72207,248434,154077,6843,76314,93734,82671,90197,52752
20252,11305555,송천동,CS300002,편의점,1655803702,182552,1162983414,492820288,232838263,215004716,243896891,227473513,243770031,269891719,222928569,143799976,233264340,229348063,298576268,486429909,264385146,916914909,730522212,21920217,205213169,335761203,379070502,435762289,269709741,129168,53384,25618,25038,26942,25152,26418,28240,25144,17492,31955,25879,28549,49497,29180,113869,68246,2809,23090,39650,40965,45257,30345
20252,11305575,삼각산동,CS300002,편의점,165847875,20769,124442602,41405273,27717240,25530970,23527657,19819917,27846818,21100053,20305220,22826846,21223538,15506119,27364062,51763479,27163831,127207145,38640730,1282366,10311451,34864600,32698577,47171162,39519719,15330,5439,3282,3010,2919,2837,3282,2583,2856,2874,3256,2255,3238,5799,3347,14705,6064,219,1673,4737,5121,5031,3988
20252,11305595,번1동,CS300002,편의점,3695034283,586142,2214043649,1480990634,394163195,393362248,397323856,398294354,630899996,711015300,769975334,342957336,456342896,754649493,748797808,834721568,557565182,2503633884,1181529711,16286620,481109381,743863414,688928862,789518308,965457011,334326,251816,57869,58425,59140,58859,100033,120851,130965,43262,78930,131444,133392,120722,78392,407285,177954,3251,84348,109847,93286,125017,169489
20252,11305603,번2동,CS300002,편의점,410589334,61004,288924156,121665178,53279846,54421948,58870581,60624107,61727674,61246438,60418740,39859959,65418952,53649464,60062118,121137216,70461625,266457889,144131445,4327411,56807142,87422824,121925848,76306614,63799495,43437,17567,8282,8767,8820,8885,8683,8894,8673,5848,11200,8884,9064,16331,9677,40361,20643,1283,10635,13519,15509,11184,8874
20252,11305608,번3동,CS300002,편의점,18718472,4765,12206559,6511913,2347480,2267705,3074930,2446779,2069665,3149127,3362786,2491407,1235104,2045119,3922879,4092470,4931493,9729776,8988696,843525,2800060,4594359,2858470,2972377,4649681,3369,1396,636,681,670,803,579,602,794,547,368,546,1138,1038,1128,2423,2342,352,713,1359,872,611,858
20252,11305615,수유1동,CS300002,편의점,1703671529,232534,1206499417,497172112,251094245,237944274,231251852,230456317,255752729,260024106,237148006,199391661,245362792,213449343,235002412,473624673,336840648,1090324155,609996937,12691946,243918958,443106132,379288000,370600404,250715654,166585,65949,33349,34350,32620,32624,33642,33829,32120,25654,38044,32730,32723,60709,42674,152061,80178,2514,41062,65050,44208,46451,32955
20252,11305625,수유2동,CS300002,편의점,1953180640,270121,1397843781,555336859,285377089,277489896,264584971,278251135,292140690,279920915,275415944,258660568,316856899,210084975,249869642,535783522,381925034,1316617489,634714771,14977784,246921703,506170691,441993063,461502430,279766588,193907,76214,39111,38922,37895,39674,38305,37624,38590,35425,45910,31041,35821,70743,51181,180412,89611,3796,42629,71735,56633,54984,40247
20252,11305635,수유3동,CS300002,편의점,5516433108,837154,3899624850,1616808258,759684121,745495274,777103044,760806160,856536251,868245549,748562709,964712696,763840810,544928746,648399964,1429876050,1164674842,3468131270,2038873742,64409763,1200663503,1518483773,1088588071,1022225210,612634692,597257,239897,116633,116445,119852,118825,125502,128004,111893,128654,133709,94110,106932,212094,161655,516341,320455,11693,208996,235286,156115,142794,81912
20252,11305645,우이동,CS300002,편의점,1237988453,191196,787140733,450847720,147756756,151322976,146040298,162034710,179985993,224489134,226358586,88534255,257269153,184189883,186936924,329375550,191682688,821473435,416515018,8695493,137036917,298578180,261016325,297515992,235145546,121503,69693,22511,24306,23288,24373,27025,33379,36314,12030,46964,31626,32050,44814,23712,127476,63720,1991,25833,44515,35102,44141,39614
20252,11305660,인수동,CS300002,편의점,2012636644,279309,1430704411,581932233,279593069,269479772,284856278,290750971,306024321,311817356,270114877,223151388,316367019,242120597,280301615,574932653,375763372,1334053010,677877252,11118458,235033712,572284973,428510130,423849076,341133913,202650,76659,39761,39978,40315,40861,41735,38706,37953,27538,52006,38279,41239,74520,45727,180895,98394,2691,39727,78763,56752,52671,48687
20252,11320511,창1동,CS300002,편의점,2157266509,407898,1610314305,546952204,313307373,322387889,316701183,315551319,342366541,306182027,240770177,186298492,507927168,233806357,259017631,591399660,378817201,1330185530,821926642,25225349,367771782,567374558,459722262,475185363,256832855,303836,104062,58758,60475,60788,60791,63024,57364,46698,26460,114061,50800,52405,101550,62622,230425,177261,7384,85980,109469,78587,79227,47038
20252,11320512,창2동,CS300002,편의점,2640360672,359915,1837764753,802595919,347757577,374531829,349910686,364445715,401118946,410077438,392518481,391940342,413225104,281853943,330266136,723325306,499749841,1717385996,841895295,26555122,298298978,637836728,586096854,606781207,403712402,251213,108702,48566,51823,49598,50042,51184,53325,55377,46073,60314,41238,47942,97251,67097,240088,114292,6324,49007,87539,74256,80750,56504
20252,11320513,창3동,CS300002,편의점,258119534,33817,180947832,77171702,40465253,37241746,35558905,33211703,34470225,37715464,39456238,40541201,37728412,30564686,26283793,69659344,53342098,165067502,93052032,2660226,21751683,88314282,66700684,46245094,32447565,23983,9834,5268,4748,4779,4371,4817,4876,4958,4678,5644,4462,3921,8921,6191,22649,11168,385,3997,11312,7610,6074,4439
20252,11320514,창4동,CS300002,편의점,2121505002,343875,1497151518,624353484,260241423,292784230,293828508,299564510,350732847,340029524,284323960,273038001,343348695,287258549,294950692,548760113,374148952,1483306959,624969061,20845451,322920574,503980166,478787183,421793488,359949160,242825,101050,43472,45798,48632,48389,56534,54048,47002,35807,59689,52965,51547,88517,55350,237893,105517,4627,56526,79872,68644,67526,66215
20252,11320515,창5동,CS300002,편의점,3045198706,399508,2179953350,865245356,413809069,433549803,429187753,425433244,477973481,439393107,425852249,251459848,453991784,458031908,510895210,905636678,465183278,1758282280,1262176330,28680919,390061095,801463825,687782983,716311781,396158006,288146,111362,57245,56707,57011,57625,59558,57167,54195,34361,70062,59304,62743,109546,63492,242406,156009,6337,56899,110203,87326,89516,48135
20252,11320521,도봉1동,CS300002,편의점,3320049581,467372,2293196885,1026852696,463133053,434711555,437725408,455494991,502131878,503356662,523496034,405355409,559663566,457490530,476538648,868137964,552863464,2382327227,932377075,17743115,259720312,563563863,783032864,921378545,769265604,315182,152190,61231,62559,61638,63193,66561,72294,79896,49993,95063,70039,71809,112374,68094,334872,131802,3221,45484,84073,96066,125346,112483
20252,11320522,도봉2동,CS300002,편의점,363304863,64859,268647450,94657413,50600335,51532132,57466860,52686145,56361978,49108550,45548863,4739125,72441528,58464327,57210231,111118261,59331391,212142088,147549585,3024335,46854069,88634873,83142174,64460959,73575263,47275,17584,9078,9054,9895,9464,9784,8990,8594,850,15873,11329,10579,17064,9164,36081,28316,926,10348,16944,13274,11002,11902
20252,11320660,쌍문1동,CS300002,편의점,1523705654,228032,1075043132,448662522,217730318,206693270,215277236,221400575,213941733,233081601,215580921,170040492,214376051,220139879,244664349,378478491,296006392,927631433,586945565,14397359,228525842,295066561,361216107,349131650,266239478,159792,68240,32347,32469,32137,32332,30507,32925,35315,21441,35540,36038,37301,56334,41378,132342,95267,4116,47776,43694,48188,49456,34380
